user_id,total_chests,premium_chests,avg_time_interval,burst_count,daily_entropy
0x000b40d38fac5e895dccd8530f6735160937d2b7,37,0,86087.94444444444,0,3.610917912644225
0x0024460133a71479179f2de3462f2cfae9ffdcda,37,0,86121.69444444444,0,3.53598308231342
0x0051d641c0626b8fdbe6185e77daad8e8bc98d72,37,0,86089.94444444444,0,3.610917912644225
0x008501cb991e8ac35eefdbb9b22075551f49a9c7,36,0,86142.45714285714,0,3.5835189384561104
0x0093ea15432e595a3653c0aa034417e1bda73d4c,36,0,86150.17142857143,0,3.5835189384561104
0x00aeea11e620aa1cc818ab58b28e3b0ad1d66b9c,1,0,,0,0.0
0x00cb955eb811a89369d8f79aaca6afbda13e4d14,37,0,83731.36111111111,0,3.5734504974788224
0x00e0168c03d35ef8ae1fce69682cda2d6741cefd,4,0,517520.6666666667,0,0.5623351446188083
0x00e2d4d1dbb61d38beafe2814aae4c404262dfe4,3,0,2164.5,0,0.0
0x010e44ecc8f2a80c835676053c06fe0f1593ce41,37,0,83740.36111111111,0,3.5734504974788224
0x0147bb98834bae6c1b8c72b0370b336430daa899,362,360,3784.6464646464647,86,1.6094379124341005
0x017f698145a0c01b55c018c0542d5c2d9675322b,3,0,2808.0,0,0.0
0x018a4fd6c3e3060aadef02b01c644d34f98ecd7b,37,0,86117.08333333333,0,3.53598308231342
0x01a58ff9bd8422b792f47d594665cf82a6bd0df3,37,0,86116.33333333333,0,3.5734504974788224
0x01c33546aaaab0e1fe9bc87d89c82b3cdd05264c,37,0,86123.41666666667,0,3.5734504974788224
0x01c847f2b01d77dc6396982e32a670bbe2d84924,36,0,86148.8,0,3.5835189384561104
0x01f019518d3e1b90a26bd27795e282086997e8e9,37,0,83736.86111111111,0,3.5734504974788224
0x020bd0537f8ed284d086cf2ba221940a9758f781,37,0,83741.69444444444,0,3.5734504974788224
0x02159b815adc389aca5ce6d62764900e8bf4b21a,36,0,86147.0,0,3.5835189384561104
0x02160ce6fed3c00bcb4966b3ac5b64aff82ee7f4,37,0,86086.61111111111,0,3.610917912644225
0x02388d9b9a26c29285e79d35d64a5720bd471af9,36,0,86131.4857142857,0,3.5835189384561104
0x0252e4a9faec9e6274a3106b063c458e827af67d,37,0,86104.86111111111,0,3.5734504974788224
0x025ef7a4275656ee46262db22b2d62304a9b1df7,37,0,83742.69444444444,0,3.5734504974788224
0x02612e5424e5da9a3f43d21187cb79130552de26,37,0,83740.02777777778,0,3.5734504974788224
0x029581e5f7fab74877d587e1742fbeff92e06ff2,37,0,83738.27777777778,0,3.5734504974788224
0x02b848b70e1b679003e753d4e833bbcfa23a5d19,37,0,86088.94444444444,0,3.610917912644225
0x02d6777f595229504c7f2ba8f541c2f5bd24af1c,37,0,83741.61111111111,0,3.5734504974788224
0x02dd7dd8b8ddb99bd5cbdf6f91ea448930db6fcd,0,0,,0,0.0
0x02ddbc00a7f0fbf42772200cb5c205125e72a85d,37,0,86114.66666666667,0,3.5734504974788224
0x030a3d3b608aaa75253529958708d87032f135df,36,0,86131.05714285714,0,3.5835189384561104
0x0335e209250bbdc3ec82a3b9bed09c77538a1f81,37,0,86123.66666666667,0,3.53598308231342
0x034ccf5805f11a7d227d543c2516f9d1bc366cfc,3,0,1990.5,0,0.0
0x03617592481f9a1545c12c0b8872283dc5838746,37,0,83739.02777777778,0,3.5734504974788224
0x0366778fd675ce4f828ad6917df30e82cfe7bce5,36,0,86144.77142857143,0,3.5450107617583355
0x03722aaeb20f8118fb2dc798f7ea6a8987c7bdef,36,0,86134.05714285714,0,3.5835189384561104
0x03751c86b9e8825b5f3a9b40f9acaa4d3961e29e,37,0,86092.27777777778,0,3.610917912644225
0x0393d49964be6920ccb50915c1e6081d6ca020d4,37,0,86097.77777777778,0,3.610917912644225
0x03968a98b65265b4cc557f4b4f563193b0d410fc,36,0,86147.94285714286,0,3.5450107617583355
0x039d7dda6987eab2195140f0c6ec5908374108a0,37,0,83740.52777777778,0,3.5734504974788224
0x03a658ee76673f97df4bdb369ae1ee8ea15dbbf6,36,0,86139.97142857143,0,3.5835189384561104
0x03b3b5a3de711a6338012584265d5cb3d0a9a55e,37,0,83734.11111111111,0,3.5734504974788224
0x03b7f6abb1cf0c677556b4c69c51f5bd900c979b,362,361,3564.131313131313,84,1.6094379124341005
0x03c91fa0ef3b8184b5db73fcbd6be037ac29bdb8,37,0,86111.61111111111,0,3.610917912644225
0x03d8dfb3da4160d95eaec0c156aadda9c33ff820,36,0,86141.42857142857,0,3.5835189384561104
0x03f2c23e99348485a2b459caf9d0892a403da99e,37,0,83740.94444444444,0,3.5734504974788224
0x045f07d82a21448813a7b7b516605b1b0b8f71a1,37,0,86124.75,0,3.5734504974788224
0x04889b7d2130c8c835a633fd6a73495b88340f6c,36,0,86115.71428571429,0,3.5835189384561104
0x04959f2ddcca3596f31d96589b2a1bdbd1a6dd32,3,0,1507.5,0,0.0
0x04e26f2df7870a613ca57836f7f3e3612bc007c8,37,0,83741.02777777778,0,3.5734504974788224
0x04f2ca337f1fe782a807a427021fcf1bf0cb1b09,37,0,86095.36111111111,0,3.610917912644225
0x050423e9beef723fc9a4b3a7adfdfc69227534a0,37,0,86109.61111111111,0,3.610917912644225
0x0519a2f87649ac7919f2b4a91527a5c0f99091fa,37,0,86123.02777777778,0,3.53598308231342
0x052657579b68c291002eb1eb006c64da23387d48,3,0,3256.5,0,0.0
0x05314ae5fb617276eb788e342072d298e55f3be6,37,0,86113.02777777778,0,3.610917912644225
0x0540ea0c8948e9bcc81170b5b35435a8cef5fde1,36,0,86154.54285714286,0,3.5835189384561104
0x05499e528c9a45711947d73163bd69cc1c3a2471,37,0,86106.02777777778,0,3.5734504974788224
0x054e5a742e200bf22eabf6ad5e12159124e2b6f1,37,0,83737.11111111111,0,3.5734504974788224
0x056388bd93d7c005c0b52be686fcdfc22ca81e43,37,0,86114.91666666667,0,3.5734504974788224
0x056a215333f353dfe722f7e3f8c37e3652a7aef2,37,0,86120.94444444444,0,3.53598308231342
0x05760b2809e093f4175bb3f0e9f09b32a1cabf66,37,0,83740.52777777778,0,3.5734504974788224
0x05762f7dcd0d177ee32dbedc1928b4755a46751c,37,0,86107.02777777778,0,3.610917912644225
0x05a645a732decb25c72c1f16ff64bda48260b2f8,1,0,,0,0.0
0x05be809570992e6b880ad8adc49865978a363599,5,0,194299.75,0,0.5004024235381879
0x05d3f40a74aba34ae309e7aab6b4cc688117cdc0,37,0,83737.02777777778,0,3.5734504974788224
0x061922e383308dc5091717e93622e183180e46c5,37,0,83733.52777777778,0,3.5734504974788224
0x06650d52443d07355f585d480927dd114fba97dd,37,0,86119.19444444444,0,3.610917912644225
0x06732f3c33d843c82d4c8a314173434fe8e58e7d,37,0,86125.11111111111,0,3.53598308231342
0x068de55f8ac38e8f69ea6a4e79be0ae6161709e7,36,0,86154.45714285714,0,3.5835189384561104
0x0699f7bf76a26d24c68778e1ae26e5439ce3cf62,3,0,78.0,0,0.0
0x06c2533a012143dbd73547dbfeb86607254cd493,36,0,86133.97142857143,0,3.5835189384561104
0x06c7ef022cbfcc99b8101eaa1001f1776f236eec,37,0,83733.94444444444,0,3.5734504974788224
0x06e9ac1808658b7a07c67ec01cf1db4d7f8edee0,37,0,83742.94444444444,0,3.5734504974788224
0x0712852702a689c0c894e081f4257066a7da2e24,37,0,86098.94444444444,0,3.610917912644225
0x071381b8f057e985695e392545af72e0fbd49530,37,0,83733.77777777778,0,3.5734504974788224
0x074e631f752a494e52c009a820bf62e72f8e2ffa,37,0,86126.25,0,3.53598308231342
0x075bdddf024d15aa4ae7d36f432a5defcb2216f3,36,0,86131.05714285714,0,3.5835189384561104
0x079e479b905187fc5e4fe4b13df5776cca5dd21c,37,0,86125.11111111111,0,3.53598308231342
0x07a1dcfee0b5492ab76c451c90cc5af25a0a197e,37,0,83740.02777777778,0,3.5734504974788224
0x07aa8a8237ae5b688c07daeb4bdabca1be42bc8e,37,0,83732.52777777778,0,3.5734504974788224
0x07abc4d6a4cfcd4f0e4ecf4693dfc0c208eba71d,6,0,4292.6,0,0.0
0x07add69f7db34f1e8d5dd2256a8273c4e66087e7,3,0,3616.5,0,0.0
0x07d1f465e904b8e5735ed802f38d79e525827a08,37,0,83731.61111111111,0,3.5734504974788224
0x07d65ab7da8fe400e4f2ad08c8586f42dc439379,37,0,86099.02777777778,0,3.610917912644225
0x07d9c7418d3614783df7df1e5c899e7ba358c114,36,0,86139.97142857143,0,3.5450107617583355
0x083f48c799e7855da304ae8339b02076588f2e63,2,0,1182.0,0,0.0
0x084bd9b7ed2e61846e89d69aa2b26967eae80559,37,0,83739.36111111111,0,3.5734504974788224
0x08633f1337276a2eb0b082d3adcff877d827326d,36,0,86128.74285714286,0,3.5835189384561104
0x086f4040595b2e92b95f089086f5d9991f6a222a,37,0,86122.94444444444,0,3.53598308231342
0x089d2329a290908ce7c32465fc31fc63fc137d1c,2,0,3554.0,0,0.0
0x089f2f9dc1cbe23d3a168505caa9e4c7c8a5285b,37,0,83739.52777777778,0,3.5734504974788224
0x08aea647e54fed9cb453946b71b4e9238e3f8f90,37,0,86097.61111111111,0,3.610917912644225
0x08af88222d67267f1bd1e0927048d7cfcf56da17,36,0,86148.37142857142,0,3.5835189384561104
0x08b12391204bbb59e2bbfdbd111cf5d5c97a3d5c,1,0,,0,0.0
0x08d0ab65dd7ed9b415a3705bd651e011c0e01a4d,1,0,,0,0.0
0x08d95be1384f2e3020a9c9464470b07838a93d56,37,0,86100.27777777778,0,3.610917912644225
0x08dc75c8cde47713114a30ca6bda9cf357ef4d13,36,0,86139.8,0,3.5835189384561104
0x08e147d1a549eeb7aa7f680d2ce998a70cfb4b31,36,0,86139.37142857142,0,3.5835189384561104
0x090159f0ed4410f4092314cc25cbcf9640302e53,8,0,86080.71428571429,0,0.37677016125643675
0x092d8ce4d0abc835c955c1b337409584e4949678,4,0,2712.0,0,0.0
0x093518b574403ae7e9f0481321acc8f7ccecd3ba,36,0,86113.91428571429,0,3.5835189384561104
0x000b40d38fac5e895dccd8530f6735160937d2b7,37,0,86087.94444444444,0,3.610917912644225
0x0024460133a71479179f2de3462f2cfae9ffdcda,37,0,86121.69444444444,0,3.53598308231342
0x0051d641c0626b8fdbe6185e77daad8e8bc98d72,37,0,86089.94444444444,0,3.610917912644225
0x008501cb991e8ac35eefdbb9b22075551f49a9c7,36,0,86142.45714285714,0,3.5835189384561104
0x0093ea15432e595a3653c0aa034417e1bda73d4c,36,0,86150.17142857143,0,3.5835189384561104
0x00aeea11e620aa1cc818ab58b28e3b0ad1d66b9c,1,0,,0,0.0
0x00cb955eb811a89369d8f79aaca6afbda13e4d14,37,0,83731.36111111111,0,3.5734504974788224
0x00e0168c03d35ef8ae1fce69682cda2d6741cefd,4,0,517520.6666666667,0,0.5623351446188083
0x00e2d4d1dbb61d38beafe2814aae4c404262dfe4,3,0,2164.5,0,0.0
0x010e44ecc8f2a80c835676053c06fe0f1593ce41,37,0,83740.36111111111,0,3.5734504974788224
0x0147bb98834bae6c1b8c72b0370b336430daa899,362,360,3784.6464646464647,86,1.6094379124341005
0x017f698145a0c01b55c018c0542d5c2d9675322b,3,0,2808.0,0,0.0
0x018a4fd6c3e3060aadef02b01c644d34f98ecd7b,37,0,86117.08333333333,0,3.53598308231342
0x01a58ff9bd8422b792f47d594665cf82a6bd0df3,37,0,86116.33333333333,0,3.5734504974788224
0x01c33546aaaab0e1fe9bc87d89c82b3cdd05264c,37,0,86123.41666666667,0,3.5734504974788224
0x01c847f2b01d77dc6396982e32a670bbe2d84924,36,0,86148.8,0,3.5835189384561104
0x01f019518d3e1b90a26bd27795e282086997e8e9,37,0,83736.86111111111,0,3.5734504974788224
0x020bd0537f8ed284d086cf2ba221940a9758f781,37,0,83741.69444444444,0,3.5734504974788224
0x02159b815adc389aca5ce6d62764900e8bf4b21a,36,0,86147.0,0,3.5835189384561104
0x02160ce6fed3c00bcb4966b3ac5b64aff82ee7f4,37,0,86086.61111111111,0,3.610917912644225
0x02388d9b9a26c29285e79d35d64a5720bd471af9,36,0,86131.4857142857,0,3.5835189384561104
0x0252e4a9faec9e6274a3106b063c458e827af67d,37,0,86104.86111111111,0,3.5734504974788224
0x025ef7a4275656ee46262db22b2d62304a9b1df7,37,0,83742.69444444444,0,3.5734504974788224
0x02612e5424e5da9a3f43d21187cb79130552de26,37,0,83740.02777777778,0,3.5734504974788224
0x029581e5f7fab74877d587e1742fbeff92e06ff2,37,0,83738.27777777778,0,3.5734504974788224
0x02b848b70e1b679003e753d4e833bbcfa23a5d19,37,0,86088.94444444444,0,3.610917912644225
0x02d6777f595229504c7f2ba8f541c2f5bd24af1c,37,0,83741.61111111111,0,3.5734504974788224
0x02dd7dd8b8ddb99bd5cbdf6f91ea448930db6fcd,0,0,,0,0.0
0x02ddbc00a7f0fbf42772200cb5c205125e72a85d,37,0,86114.66666666667,0,3.5734504974788224
0x030a3d3b608aaa75253529958708d87032f135df,36,0,86131.05714285714,0,3.5835189384561104
0x0335e209250bbdc3ec82a3b9bed09c77538a1f81,37,0,86123.66666666667,0,3.53598308231342
0x034ccf5805f11a7d227d543c2516f9d1bc366cfc,3,0,1990.5,0,0.0
0x03617592481f9a1545c12c0b8872283dc5838746,37,0,83739.02777777778,0,3.5734504974788224
0x0366778fd675ce4f828ad6917df30e82cfe7bce5,36,0,86144.77142857143,0,3.5450107617583355
0x03722aaeb20f8118fb2dc798f7ea6a8987c7bdef,36,0,86134.05714285714,0,3.5835189384561104
0x03751c86b9e8825b5f3a9b40f9acaa4d3961e29e,37,0,86092.27777777778,0,3.610917912644225
0x0393d49964be6920ccb50915c1e6081d6ca020d4,37,0,86097.77777777778,0,3.610917912644225
0x03968a98b65265b4cc557f4b4f563193b0d410fc,36,0,86147.94285714286,0,3.5450107617583355
0x039d7dda6987eab2195140f0c6ec5908374108a0,37,0,83740.52777777778,0,3.5734504974788224
0x03a658ee76673f97df4bdb369ae1ee8ea15dbbf6,36,0,86139.97142857143,0,3.5835189384561104
0x03b3b5a3de711a6338012584265d5cb3d0a9a55e,37,0,83734.11111111111,0,3.5734504974788224
0x03b7f6abb1cf0c677556b4c69c51f5bd900c979b,362,361,3564.131313131313,84,1.6094379124341005
0x03c91fa0ef3b8184b5db73fcbd6be037ac29bdb8,37,0,86111.61111111111,0,3.610917912644225
0x03d8dfb3da4160d95eaec0c156aadda9c33ff820,36,0,86141.42857142857,0,3.5835189384561104
0x03f2c23e99348485a2b459caf9d0892a403da99e,37,0,83740.94444444444,0,3.5734504974788224
0x045f07d82a21448813a7b7b516605b1b0b8f71a1,37,0,86124.75,0,3.5734504974788224
0x04889b7d2130c8c835a633fd6a73495b88340f6c,36,0,86115.71428571429,0,3.5835189384561104
0x04959f2ddcca3596f31d96589b2a1bdbd1a6dd32,3,0,1507.5,0,0.0
0x04e26f2df7870a613ca57836f7f3e3612bc007c8,37,0,83741.02777777778,0,3.5734504974788224
0x04f2ca337f1fe782a807a427021fcf1bf0cb1b09,37,0,86095.36111111111,0,3.610917912644225
0x050423e9beef723fc9a4b3a7adfdfc69227534a0,37,0,86109.61111111111,0,3.610917912644225
0x0519a2f87649ac7919f2b4a91527a5c0f99091fa,37,0,86123.02777777778,0,3.53598308231342
0x052657579b68c291002eb1eb006c64da23387d48,3,0,3256.5,0,0.0
0x05314ae5fb617276eb788e342072d298e55f3be6,37,0,86113.02777777778,0,3.610917912644225
0x0540ea0c8948e9bcc81170b5b35435a8cef5fde1,36,0,86154.54285714286,0,3.5835189384561104
0x05499e528c9a45711947d73163bd69cc1c3a2471,37,0,86106.02777777778,0,3.5734504974788224
0x054e5a742e200bf22eabf6ad5e12159124e2b6f1,37,0,83737.11111111111,0,3.5734504974788224
0x056388bd93d7c005c0b52be686fcdfc22ca81e43,37,0,86114.91666666667,0,3.5734504974788224
0x056a215333f353dfe722f7e3f8c37e3652a7aef2,37,0,86120.94444444444,0,3.53598308231342
0x05760b2809e093f4175bb3f0e9f09b32a1cabf66,37,0,83740.52777777778,0,3.5734504974788224
0x05762f7dcd0d177ee32dbedc1928b4755a46751c,37,0,86107.02777777778,0,3.610917912644225
0x05a645a732decb25c72c1f16ff64bda48260b2f8,1,0,,0,0.0
0x05be809570992e6b880ad8adc49865978a363599,5,0,194299.75,0,0.5004024235381879
0x05d3f40a74aba34ae309e7aab6b4cc688117cdc0,37,0,83737.02777777778,0,3.5734504974788224
0x061922e383308dc5091717e93622e183180e46c5,37,0,83733.52777777778,0,3.5734504974788224
0x06650d52443d07355f585d480927dd114fba97dd,37,0,86119.19444444444,0,3.610917912644225
0x06732f3c33d843c82d4c8a314173434fe8e58e7d,37,0,86125.11111111111,0,3.53598308231342
0x068de55f8ac38e8f69ea6a4e79be0ae6161709e7,36,0,86154.45714285714,0,3.5835189384561104
0x0699f7bf76a26d24c68778e1ae26e5439ce3cf62,3,0,78.0,0,0.0
0x06c2533a012143dbd73547dbfeb86607254cd493,36,0,86133.97142857143,0,3.5835189384561104
0x06c7ef022cbfcc99b8101eaa1001f1776f236eec,37,0,83733.94444444444,0,3.5734504974788224
0x06e9ac1808658b7a07c67ec01cf1db4d7f8edee0,37,0,83742.94444444444,0,3.5734504974788224
0x0712852702a689c0c894e081f4257066a7da2e24,37,0,86098.94444444444,0,3.610917912644225
0x071381b8f057e985695e392545af72e0fbd49530,37,0,83733.77777777778,0,3.5734504974788224
0x074e631f752a494e52c009a820bf62e72f8e2ffa,37,0,86126.25,0,3.53598308231342
0x075bdddf024d15aa4ae7d36f432a5defcb2216f3,36,0,86131.05714285714,0,3.5835189384561104
0x079e479b905187fc5e4fe4b13df5776cca5dd21c,37,0,86125.11111111111,0,3.53598308231342
0x07a1dcfee0b5492ab76c451c90cc5af25a0a197e,37,0,83740.02777777778,0,3.5734504974788224
0x07aa8a8237ae5b688c07daeb4bdabca1be42bc8e,37,0,83732.52777777778,0,3.5734504974788224
0x07abc4d6a4cfcd4f0e4ecf4693dfc0c208eba71d,6,0,4292.6,0,0.0
0x07add69f7db34f1e8d5dd2256a8273c4e66087e7,3,0,3616.5,0,0.0
0x07d1f465e904b8e5735ed802f38d79e525827a08,37,0,83731.61111111111,0,3.5734504974788224
0x07d65ab7da8fe400e4f2ad08c8586f42dc439379,37,0,86099.02777777778,0,3.610917912644225
0x07d9c7418d3614783df7df1e5c899e7ba358c114,36,0,86139.97142857143,0,3.5450107617583355
0x083f48c799e7855da304ae8339b02076588f2e63,2,0,1182.0,0,0.0
0x084bd9b7ed2e61846e89d69aa2b26967eae80559,37,0,83739.36111111111,0,3.5734504974788224
0x08633f1337276a2eb0b082d3adcff877d827326d,36,0,86128.74285714286,0,3.5835189384561104
0x086f4040595b2e92b95f089086f5d9991f6a222a,37,0,86122.94444444444,0,3.53598308231342
0x089d2329a290908ce7c32465fc31fc63fc137d1c,2,0,3554.0,0,0.0
0x089f2f9dc1cbe23d3a168505caa9e4c7c8a5285b,37,0,83739.52777777778,0,3.5734504974788224
0x08aea647e54fed9cb453946b71b4e9238e3f8f90,37,0,86097.61111111111,0,3.610917912644225
0x08af88222d67267f1bd1e0927048d7cfcf56da17,36,0,86148.37142857142,0,3.5835189384561104
0x08b12391204bbb59e2bbfdbd111cf5d5c97a3d5c,1,0,,0,0.0
0x08d0ab65dd7ed9b415a3705bd651e011c0e01a4d,1,0,,0,0.0
0x08d95be1384f2e3020a9c9464470b07838a93d56,37,0,86100.27777777778,0,3.610917912644225
0x08dc75c8cde47713114a30ca6bda9cf357ef4d13,36,0,86139.8,0,3.5835189384561104
0x08e147d1a549eeb7aa7f680d2ce998a70cfb4b31,36,0,86139.37142857142,0,3.5835189384561104
0x090159f0ed4410f4092314cc25cbcf9640302e53,8,0,86080.71428571429,0,0.37677016125643675
0x092d8ce4d0abc835c955c1b337409584e4949678,4,0,2712.0,0,0.0
0x093518b574403ae7e9f0481321acc8f7ccecd3ba,36,0,86113.91428571429,0,3.5835189384561104
0x000b40d38fac5e895dccd8530f6735160937d2b7,37,0,86087.94444444444,0,3.610917912644225
0x0024460133a71479179f2de3462f2cfae9ffdcda,37,0,86121.69444444444,0,3.53598308231342
0x0051d641c0626b8fdbe6185e77daad8e8bc98d72,37,0,86089.94444444444,0,3.610917912644225
0x008501cb991e8ac35eefdbb9b22075551f49a9c7,36,0,86142.45714285714,0,3.5835189384561104
0x0093ea15432e595a3653c0aa034417e1bda73d4c,36,0,86150.17142857143,0,3.5835189384561104
0x00aeea11e620aa1cc818ab58b28e3b0ad1d66b9c,1,0,,0,0.0
0x00cb955eb811a89369d8f79aaca6afbda13e4d14,37,0,83731.36111111111,0,3.5734504974788224
0x00e0168c03d35ef8ae1fce69682cda2d6741cefd,4,0,517520.6666666667,0,0.5623351446188083
0x00e2d4d1dbb61d38beafe2814aae4c404262dfe4,3,0,2164.5,0,0.0
0x010e44ecc8f2a80c835676053c06fe0f1593ce41,37,0,83740.36111111111,0,3.5734504974788224
0x0147bb98834bae6c1b8c72b0370b336430daa899,362,360,3784.6464646464647,86,1.6094379124341005
0x017f698145a0c01b55c018c0542d5c2d9675322b,3,0,2808.0,0,0.0
0x018a4fd6c3e3060aadef02b01c644d34f98ecd7b,37,0,86117.08333333333,0,3.53598308231342
0x01a58ff9bd8422b792f47d594665cf82a6bd0df3,37,0,86116.33333333333,0,3.5734504974788224
0x01c33546aaaab0e1fe9bc87d89c82b3cdd05264c,37,0,86123.41666666667,0,3.5734504974788224
0x01c847f2b01d77dc6396982e32a670bbe2d84924,36,0,86148.8,0,3.5835189384561104
0x01f019518d3e1b90a26bd27795e282086997e8e9,37,0,83736.86111111111,0,3.5734504974788224
0x020bd0537f8ed284d086cf2ba221940a9758f781,37,0,83741.69444444444,0,3.5734504974788224
0x02159b815adc389aca5ce6d62764900e8bf4b21a,36,0,86147.0,0,3.5835189384561104
0x02160ce6fed3c00bcb4966b3ac5b64aff82ee7f4,37,0,86086.61111111111,0,3.610917912644225
0x02388d9b9a26c29285e79d35d64a5720bd471af9,36,0,86131.4857142857,0,3.5835189384561104
0x0252e4a9faec9e6274a3106b063c458e827af67d,37,0,86104.86111111111,0,3.5734504974788224
0x025ef7a4275656ee46262db22b2d62304a9b1df7,37,0,83742.69444444444,0,3.5734504974788224
0x02612e5424e5da9a3f43d21187cb79130552de26,37,0,83740.02777777778,0,3.5734504974788224
0x029581e5f7fab74877d587e1742fbeff92e06ff2,37,0,83738.27777777778,0,3.5734504974788224
0x02b848b70e1b679003e753d4e833bbcfa23a5d19,37,0,86088.94444444444,0,3.610917912644225
0x02d6777f595229504c7f2ba8f541c2f5bd24af1c,37,0,83741.61111111111,0,3.5734504974788224
0x02dd7dd8b8ddb99bd5cbdf6f91ea448930db6fcd,0,0,,0,0.0
0x02ddbc00a7f0fbf42772200cb5c205125e72a85d,37,0,86114.66666666667,0,3.5734504974788224
0x030a3d3b608aaa75253529958708d87032f135df,36,0,86131.05714285714,0,3.5835189384561104
0x0335e209250bbdc3ec82a3b9bed09c77538a1f81,37,0,86123.66666666667,0,3.53598308231342
0x034ccf5805f11a7d227d543c2516f9d1bc366cfc,3,0,1990.5,0,0.0
0x03617592481f9a1545c12c0b8872283dc5838746,37,0,83739.02777777778,0,3.5734504974788224
0x0366778fd675ce4f828ad6917df30e82cfe7bce5,36,0,86144.77142857143,0,3.5450107617583355
0x03722aaeb20f8118fb2dc798f7ea6a8987c7bdef,36,0,86134.05714285714,0,3.5835189384561104
0x03751c86b9e8825b5f3a9b40f9acaa4d3961e29e,37,0,86092.27777777778,0,3.610917912644225
0x0393d49964be6920ccb50915c1e6081d6ca020d4,37,0,86097.77777777778,0,3.610917912644225
0x03968a98b65265b4cc557f4b4f563193b0d410fc,36,0,86147.94285714286,0,3.5450107617583355
0x039d7dda6987eab2195140f0c6ec5908374108a0,37,0,83740.52777777778,0,3.5734504974788224
0x03a658ee76673f97df4bdb369ae1ee8ea15dbbf6,36,0,86139.97142857143,0,3.5835189384561104
0x03b3b5a3de711a6338012584265d5cb3d0a9a55e,37,0,83734.11111111111,0,3.5734504974788224
0x03b7f6abb1cf0c677556b4c69c51f5bd900c979b,362,361,3564.131313131313,84,1.6094379124341005
0x03c91fa0ef3b8184b5db73fcbd6be037ac29bdb8,37,0,86111.61111111111,0,3.610917912644225
0x03d8dfb3da4160d95eaec0c156aadda9c33ff820,36,0,86141.42857142857,0,3.5835189384561104
0x03f2c23e99348485a2b459caf9d0892a403da99e,37,0,83740.94444444444,0,3.5734504974788224
0x045f07d82a21448813a7b7b516605b1b0b8f71a1,37,0,86124.75,0,3.5734504974788224
0x04889b7d2130c8c835a633fd6a73495b88340f6c,36,0,86115.71428571429,0,3.5835189384561104
0x04959f2ddcca3596f31d96589b2a1bdbd1a6dd32,3,0,1507.5,0,0.0
